id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,fare_amount
id1001233,1,2016-03-12 11:41:35,2016-03-12 12:04:53,1,-74.004827,40.777961,-74.012421,40.719363,N,1398,26.93
id1001234,2,2016-02-01 02:07:21,2016-02-01 02:18:25,1,-73.971395,40.75103,-74.016315,40.71107,N,664,22.25
id1001235,2,2016-03-31 07:59:39,2016-03-31 08:43:41,1,-73.941096,40.785042,-74.006837,40.68837,N,2642,47.1
id1001236,2,2016-01-14 21:24:54,2016-01-14 21:41:50,1,-74.030228,40.755724,-73.986188,40.782012,N,1016,20.04
id1001237,1,2016-06-10 21:26:30,2016-06-10 21:39:23,1,-73.99614,40.709621,-74.022736,40.686593,N,773,17.07
id1001238,1,2016-06-08 05:39:53,2016-06-08 05:50:35,6,-74.005287,40.753655,-74.039209,40.70993,N,642,20.6
id1001239,1,2016-04-30 14:46:06,2016-04-30 15:05:59,2,-73.986581,40.755736,-74.004538,40.719405,N,1193,20.95
id1001240,1,2016-01-02 18:24:59,2016-01-02 18:44:38,1,-73.883164,40.767363,-73.982437,40.7382,N,1179,30.55
id1001241,1,2016-06-18 22:43:31,2016-06-18 22:56:09,2,-73.96843,40.737938,-73.994115,40.71271,N,758,17.78
id1001242,2,2016-06-27 10:24:56,2016-06-27 10:50:50,1,-73.991868,40.80692,-74.02548,40.726584,N,1554,33.74
id1001243,2,2016-05-23 22:25:58,2016-05-23 22:42:47,1,-73.962292,40.724992,-73.995568,40.750866,N,1009,18.5
id1001244,1,2016-06-30 05:31:52,2016-06-30 05:55:20,5,-74.006092,40.763436,-74.005209,40.694825,N,1408,29.58
id1001245,2,2016-06-10 03:53:12,2016-06-10 04:39:42,2,-73.989632,40.76485,-73.777143,40.635048,N,2790,89.98
id1001246,2,2016-02-15 05:16:41,2016-02-15 05:30:53,1,-74.015903,40.80028,-73.985734,40.706419,N,852,34.59
id1001247,2,2016-02-05 21:45:50,2016-02-05 22:01:49,1,-73.933546,40.765336,-74.018502,40.724688,N,959,29.58
id1001248,1,2016-06-04 07:29:43,2016-06-04 07:46:49,1,-73.860562,40.790136,-74.001121,40.74663,N,1026,38.87
id1001249,2,2016-05-14 08:12:13,2016-05-14 08:42:57,1,-73.932518,40.697991,-73.774541,40.643544,N,1844,71.71
id1001250,2,2016-03-21 11:08:32,2016-03-21 11:23:47,1,-73.954838,40.784957,-73.980975,40.748937,N,915,20.09
id1001251,1,2016-06-01 17:54:43,2016-06-01 18:17:45,1,-73.997318,40.778799,-74.010406,40.706443,N,1382,31.39
id1001252,1,2016-06-13 12:02:40,2016-06-13 12:22:29,1,-73.986383,40.78884,-73.860019,40.768859,N,1189,35.03
id1001253,1,2016-05-17 11:16:55,2016-05-17 11:44:14,1,-73.958588,40.778546,-73.987153,40.703444,N,1639,32.63
id1001254,2,2016-03-10 09:45:44,2016-03-10 10:17:41,5,-73.978011,40.765958,-74.000177,40.677355,N,1917,37.99
id1001255,2,2016-06-11 11:54:00,2016-06-11 12:18:55,1,-73.881669,40.774316,-73.967036,40.800274,N,1495,31.22
id1001256,1,2016-04-03 20:27:41,2016-04-03 21:02:34,1,-73.787266,40.642578,-73.972576,40.78219,N,2093,85.23
id1001257,2,2016-05-17 20:59:52,2016-05-17 21:42:19,1,-73.788797,40.64302,-73.930496,40.874145,N,2547,101.68
id1001258,2,2016-05-14 15:42:38,2016-05-14 16:16:20,3,-74.016678,40.675307,-74.007772,40.780796,N,2022,40.46
id1001259,1,2016-03-23 21:39:30,2016-03-23 21:58:36,3,-73.931399,40.822137,-73.966228,40.764337,N,1146,26.8
id1001260,2,2016-04-22 18:22:55,2016-04-22 19:05:35,1,-73.994553,40.775797,-74.009266,40.673501,N,2560,44.09
id1001261,2,2016-04-22 03:01:37,2016-04-22 03:18:41,5,-74.004478,40.688397,-73.9675,40.778981,N,1024,34.73
id1001262,2,2016-02-08 05:12:21,2016-02-08 05:34:34,1,-74.013158,40.738273,-73.969133,40.785207,N,1333,25.79
id1001263,1,2016-02-21 21:29:00,2016-02-21 21:37:13,2,-74.008359,40.720891,-74.01551,40.735491,N,493,11.11
id1001264,2,2016-03-12 22:38:44,2016-03-12 22:48:42,1,-74.022686,40.736876,-73.997705,40.723001,N,598,14.3
id1001265,2,2016-01-08 04:31:14,2016-01-08 04:58:39,1,-73.771548,40.636334,-73.977795,40.715694,N,1645,81.29
id1001266,2,2016-03-28 06:39:34,2016-03-28 07:23:34,1,-73.98155,40.76148,-73.779528,40.640849,N,2640,86.55
id1001267,2,2016-02-15 01:57:33,2016-02-15 02:10:03,1,-73.978545,40.690049,-73.978544,40.769278,N,750,28.48
id1001268,2,2016-05-13 01:04:55,2016-05-13 01:16:13,6,-74.025811,40.733886,-73.96098,40.704025,N,678,22.42
id1001269,2,2016-03-17 04:40:06,2016-03-17 04:51:10,1,-74.008271,40.7031,-74.014757,40.738381,N,664,17.99
id1001270,2,2016-01-08 08:09:39,2016-01-08 09:03:42,1,-74.00636,40.682534,-74.026197,40.777673,N,3243,45.4
id1001271,1,2016-02-16 06:30:52,2016-02-16 07:05:39,6,-74.000304,40.784815,-73.990854,40.655871,N,2087,48.83
id1001272,2,2016-06-25 14:19:10,2016-06-25 14:37:35,1,-73.978108,40.737933,-73.884957,40.780405,N,1105,30.9
id1001273,2,2016-05-18 06:54:53,2016-05-18 07:14:40,1,-74.020644,40.703737,-73.958562,40.764164,N,1187,29.96
id1001274,2,2016-03-18 04:37:11,2016-03-18 04:44:12,1,-73.98761,40.760658,-73.968263,40.743226,N,421,12.83
id1001275,1,2016-01-14 07:26:51,2016-01-14 07:56:51,2,-73.990898,40.788475,-73.864885,40.785726,N,1800,38.25
id1001276,2,2016-03-14 13:24:06,2016-03-14 13:33:33,5,-74.008985,40.734131,-73.986374,40.7204,N,567,13.07
id1001277,1,2016-06-19 17:00:58,2016-06-19 17:10:06,2,-73.99705,40.743788,-73.963051,40.763635,N,548,15.43
id1001278,2,2016-06-06 19:02:23,2016-06-06 19:47:12,1,-73.87793,40.781048,-74.007315,40.716434,N,2689,49.56
id1001279,1,2016-03-21 07:04:56,2016-03-21 07:55:03,5,-74.01587,40.726145,-73.774889,40.654048,N,3007,84.63
id1001280,2,2016-03-29 10:41:44,2016-03-29 11:17:04,2,-74.021558,40.762231,-73.970414,40.72475,N,2120,30.61
id1001281,2,2016-03-17 01:54:09,2016-03-17 02:08:33,2,-74.022127,40.710599,-74.031575,40.672861,N,864,19.55
id1001282,1,2016-04-17 13:36:24,2016-04-17 14:02:32,1,-73.992587,40.715034,-73.94356,40.680618,N,1568,24.24
id1001283,2,2016-06-19 05:45:05,2016-06-19 06:07:56,1,-73.955377,40.74484,-74.023035,40.790505,N,1371,29.85
id1001284,2,2016-05-09 08:03:01,2016-05-09 08:41:56,1,-73.996986,40.694536,-73.778219,40.640071,N,2335,82.98
id1001285,1,2016-05-23 12:55:16,2016-05-23 13:16:12,1,-74.016494,40.729053,-73.974287,40.735817,N,1256,18.71
id1001286,2,2016-02-24 03:06:32,2016-02-24 03:25:43,1,-73.983492,40.731597,-73.975827,40.776893,N,1151,23.32
id1001287,2,2016-02-27 18:40:16,2016-02-27 18:52:11,1,-73.966146,40.742319,-74.003825,40.742905,N,715,15.39
id1001288,2,2016-06-26 18:09:19,2016-06-26 18:21:30,1,-73.981693,40.705556,-73.978108,40.74104,N,731,17.74
id1001289,2,2016-04-28 19:08:44,2016-04-28 19:21:01,2,-74.018432,40.706689,-73.997824,40.693839,N,737,14.65
id1001290,2,2016-05-29 11:54:59,2016-05-29 12:22:59,1,-74.028082,40.745845,-73.875391,40.775306,N,1680,43.47
id1001291,2,2016-03-11 05:28:44,2016-03-11 05:45:26,1,-73.954401,40.757498,-74.021213,40.701014,N,1002,29.92
id1001292,1,2016-05-25 16:24:38,2016-05-25 16:49:30,1,-74.002536,40.692329,-73.981717,40.772745,N,1492,33.58
id1001293,2,2016-01-20 10:27:23,2016-01-20 10:40:07,1,-73.985291,40.773421,-73.991919,40.750955,N,764,12.95
id1001294,2,2016-01-17 13:14:12,2016-01-17 13:28:52,1,-73.998204,40.745063,-73.964356,40.785738,N,880,21.55
id1001295,2,2016-04-14 13:52:55,2016-04-14 14:10:35,1,-74.011677,40.773753,-73.9718,40.813846,N,1060,21.99
id1001296,2,2016-03-27 00:59:17,2016-03-27 01:13:00,1,-73.972008,40.754059,-74.005388,40.695632,N,823,25.54
id1001297,2,2016-01-11 21:36:00,2016-01-11 21:47:24,1,-73.967569,40.76718,-73.997606,40.778739,N,684,15.01
id1001298,2,2016-03-30 13:23:09,2016-03-30 13:47:08,6,-73.972919,40.743507,-73.975505,40.797914,N,1439,26.47
id1001299,1,2016-06-20 22:58:03,2016-06-20 23:20:27,1,-73.951289,40.767113,-74.007675,40.733175,N,1344,25.43
id1001300,2,2016-01-13 16:53:19,2016-01-13 17:08:11,1,-73.980776,40.762356,-73.982357,40.785535,N,892,17.73
id1001301,2,2016-01-14 06:47:03,2016-01-14 06:54:55,1,-74.012149,40.708103,-74.02519,40.69056,N,472,11.26
id1001302,2,2016-05-10 14:47:39,2016-05-10 15:14:06,1,-73.787563,40.631438,-74.003428,40.686494,N,1587,76.37
id1001303,2,2016-01-28 18:53:45,2016-01-28 19:38:14,2,-74.019509,40.762337,-73.961519,40.670989,N,2669,46.1
id1001304,1,2016-03-05 08:19:33,2016-03-05 08:52:43,1,-73.782196,40.647092,-73.980789,40.698222,N,1990,76.37
id1001305,2,2016-01-29 16:54:53,2016-01-29 17:19:52,2,-73.977781,40.678721,-73.987692,40.751076,N,1499,31.38
id1001306,2,2016-03-12 13:37:07,2016-03-12 14:08:15,1,-73.966996,40.703493,-73.854591,40.769142,N,1868,40.37
id1001307,1,2016-05-03 12:27:14,2016-05-03 12:40:44,1,-73.963514,40.795466,-73.973164,40.769376,N,810,16.09
id1001308,2,2016-04-25 05:29:05,2016-04-25 05:42:23,1,-73.973655,40.792204,-73.983806,40.688752,N,798,34.63
id1001309,1,2016-01-19 06:33:09,2016-01-19 06:52:13,5,-74.007681,40.71549,-73.946664,40.76168,N,1144,27.76
id1001310,1,2016-04-22 20:49:24,2016-04-22 21:15:58,1,-73.981327,40.762589,-74.009058,40.70896,N,1594,27.45
id1001311,1,2016-06-11 20:23:42,2016-06-11 21:01:53,2,-73.985051,40.685919,-73.874102,40.787566,N,2291,49.71
id1001312,2,2016-06-02 01:35:03,2016-06-02 01:53:55,1,-74.026019,40.712205,-73.876082,40.773863,N,1132,42.47
id1001313,2,2016-06-11 04:38:31,2016-06-11 04:47:11,1,-73.958736,40.73149,-74.011312,40.745708,N,520,17.37
id1001314,2,2016-06-10 06:33:21,2016-06-10 06:53:49,5,-73.988181,40.754912,-73.867066,40.782501,N,1228,36.84
id1001315,2,2016-06-02 15:30:01,2016-06-02 15:36:35,1,-73.940682,40.802637,-73.958509,40.805605,N,394,10.32
id1001316,2,2016-04-01 10:45:02,2016-04-01 11:16:40,2,-74.008826,40.713413,-73.972141,40.759593,N,1898,29.06
id1001317,1,2016-03-08 11:42:20,2016-03-08 12:00:08,1,-73.992128,40.74549,-73.99727,40.713968,N,1068,17.03
id1001318,2,2016-05-24 12:11:06,2016-05-24 12:18:02,1,-73.982188,40.762204,-74.002193,40.773386,N,416,10.85
id1001319,1,2016-02-22 15:29:35,2016-02-22 16:07:42,1,-73.876453,40.776678,-73.957128,40.676585,N,2287,45.14
id1001320,1,2016-04-24 04:43:11,2016-04-24 05:05:34,1,-73.982635,40.690477,-73.7841,40.638147,N,1343,73.85
id1001321,1,2016-05-26 20:07:37,2016-05-26 20:19:21,1,-74.025176,40.696346,-73.991401,40.711247,N,704,16.76
id1001322,1,2016-02-06 22:41:20,2016-02-06 22:46:46,1,-73.972174,40.788656,-73.992497,40.792561,N,326,10.64
id1001323,1,2016-03-13 13:13:53,2016-03-13 13:42:18,2,-73.780589,40.633011,-73.978186,40.774759,N,1705,81.21
id1001324,2,2016-01-04 11:07:21,2016-01-04 11:34:24,1,-73.97371,40.741969,-74.020282,40.696211,N,1623,27.71
id1001325,2,2016-05-23 01:19:29,2016-05-23 01:45:54,1,-73.872552,40.778939,-73.776277,40.641808,N,1585,66.89
id1001326,1,2016-01-20 09:27:29,2016-01-20 09:45:47,1,-74.012166,40.749165,-73.968382,40.762216,N,1098,20.6
id1001327,1,2016-04-21 08:42:42,2016-04-21 09:33:47,1,-74.006018,40.714295,-73.775774,40.639245,N,3065,85.53
id1001328,2,2016-02-26 23:13:43,2016-02-26 23:30:53,1,-73.942185,40.775258,-74.013041,40.715037,N,1030,30.06
id1001329,1,2016-06-16 22:19:31,2016-06-16 22:33:56,1,-73.97935,40.727058,-73.995038,40.777189,N,865,22.82
id1001330,1,2016-03-16 19:55:54,2016-03-16 20:54:44,2,-73.770683,40.647334,-73.937438,40.774918,N,3530,89.15
id1001331,1,2016-03-25 08:50:02,2016-03-25 09:14:11,1,-74.00365,40.702217,-73.960451,40.766885,N,1449,30.53
id1001332,1,2016-04-27 11:35:07,2016-04-27 11:57:20,1,-73.994812,40.707551,-73.939391,40.665286,N,1333,25.78
id1001333,1,2016-05-22 12:09:39,2016-05-22 12:42:19,2,-74.004951,40.740052,-73.985655,40.663625,N,1960,34.29
id1001334,1,2016-03-27 01:28:39,2016-03-27 01:43:23,1,-73.990036,40.656934,-73.874539,40.775087,Y,884,45.19
id1001335,2,2016-04-21 08:40:56,2016-04-21 08:48:56,6,-73.867839,40.781035,-73.873238,40.800257,N,480,11.62
id1001336,2,2016-06-15 12:22:08,2016-06-15 12:37:06,1,-73.992503,40.780561,-74.02063,40.698544,N,898,30.32
id1001337,1,2016-06-02 00:02:14,2016-06-02 00:12:07,1,-73.989701,40.700396,-74.030512,40.715458,N,593,16.53
id1001338,2,2016-01-26 19:27:38,2016-01-26 19:55:43,2,-73.881025,40.772226,-73.782094,40.644565,N,1685,68.87
id1001339,2,2016-01-23 02:42:21,2016-01-23 02:47:40,1,-73.984324,40.750627,-73.999379,40.758645,N,319,10.23
id1001340,1,2016-01-17 05:51:00,2016-01-17 06:11:49,1,-73.990677,40.744211,-73.869775,40.772715,N,1249,35.18
id1001341,1,2016-04-12 01:08:10,2016-04-12 01:40:17,1,-73.756994,40.641832,-73.968987,40.769116,N,1927,82.69
id1001342,1,2016-06-18 20:35:59,2016-06-18 21:05:34,2,-74.016016,40.728767,-73.887386,40.770524,N,1775,41.8
id1001343,1,2016-01-09 03:35:08,2016-01-09 03:40:06,1,-74.001436,40.706162,-74.022487,40.719542,N,298,11.35
id1001344,1,2016-02-01 20:56:33,2016-02-01 21:18:34,1,-73.964828,40.843571,-73.870947,40.772821,N,1321,36.91
id1001345,2,2016-04-09 16:40:45,2016-04-09 17:00:32,2,-73.990692,40.808822,-74.005587,40.73063,N,1187,30.59
id1001346,1,2016-05-20 22:00:25,2016-05-20 22:13:01,1,-74.003496,40.720459,-73.968559,40.738656,N,756,16.12
id1001347,2,2016-01-15 14:59:59,2016-01-15 15:22:55,1,-73.990778,40.76851,-73.991772,40.689251,N,1376,31.18
id1001348,1,2016-03-20 00:47:46,2016-03-20 00:51:47,1,-74.013404,40.702009,-74.002059,40.692568,N,241,9.07
id1001349,2,2016-03-03 01:38:42,2016-03-03 01:56:21,2,-73.992,40.705541,-73.976611,40.774533,N,1059,28.41
id1001350,2,2016-02-14 03:29:25,2016-02-14 04:01:33,2,-73.77958,40.645986,-74.010699,40.774801,N,1928,86.83
id1001351,2,2016-02-21 13:02:10,2016-02-21 13:29:31,1,-73.88598,40.782475,-74.040382,40.665423,Y,1641,52.67
id1001352,2,2016-02-11 18:46:52,2016-02-11 19:00:15,2,-73.987235,40.762849,-73.965909,40.750659,N,803,13.83
id1001353,2,2016-02-06 12:04:32,2016-02-06 12:17:58,1,-73.989886,40.776195,-73.947987,40.798496,N,806,18.5
id1001354,1,2016-06-10 10:38:24,2016-06-10 11:04:53,1,-73.866535,40.773062,-73.993496,40.755324,N,1589,38.06
id1001355,1,2016-01-01 21:39:26,2016-01-01 21:46:34,3,-73.968797,40.76837,-73.941118,40.770205,N,428,12.91
id1001356,2,2016-04-13 05:36:02,2016-04-13 05:59:41,1,-74.059917,40.739199,-73.86792,40.776778,N,1419,50.22
id1001357,2,2016-05-31 19:13:03,2016-05-31 19:34:39,1,-74.022224,40.724682,-73.974372,40.781524,N,1296,28.82
id1001358,2,2016-05-19 20:44:39,2016-05-19 21:00:31,1,-73.925354,40.807541,-74.019276,40.777775,N,952,30.19
id1001359,1,2016-04-30 11:52:57,2016-04-30 12:11:10,1,-73.967382,40.784983,-73.97004,40.734166,N,1093,23.86
id1001360,1,2016-04-08 22:06:53,2016-04-08 22:19:20,4,-73.954201,40.75113,-74.00144,40.749153,N,747,17.91
id1001361,1,2016-03-07 11:55:13,2016-03-07 12:31:22,2,-73.995555,40.772384,-73.782379,40.633014,N,2169,86.24
id1001362,2,2016-01-16 05:03:57,2016-01-16 05:15:56,5,-73.948718,40.764097,-73.981045,40.783978,N,719,15.64
id1001363,1,2016-05-19 15:29:28,2016-05-19 15:37:33,4,-74.015806,40.73585,-73.992184,40.749241,N,485,12.2
id1001364,2,2016-03-03 20:14:12,2016-03-03 20:46:32,1,-74.019187,40.707558,-73.975868,40.798309,N,1940,39.6
id1001365,2,2016-05-26 06:30:59,2016-05-26 06:56:44,1,-74.002793,40.744275,-73.877541,40.773156,N,1545,37.12
id1001366,2,2016-04-07 11:56:20,2016-04-07 12:06:45,1,-73.973348,40.747124,-74.001768,40.76823,N,625,14.2
id1001367,1,2016-05-27 23:18:55,2016-05-27 23:28:37,1,-73.981172,40.722836,-73.997651,40.743183,N,582,13.82
id1001368,1,2016-04-01 01:35:05,2016-04-01 01:40:07,1,-73.977629,40.729108,-73.95932,40.734364,N,302,9.26
id1001369,1,2016-03-01 10:55:10,2016-03-01 11:33:57,1,-73.982216,40.767568,-73.910221,40.848749,N,2327,42.64
id1001370,2,2016-05-22 07:31:28,2016-05-22 07:39:17,2,-73.991805,40.742823,-74.011353,40.726409,N,469,12.15
id1001371,2,2016-06-15 10:32:55,2016-06-15 11:05:05,3,-73.953483,40.64092,-74.039623,40.696816,N,1930,36.84
id1001372,2,2016-05-14 18:37:33,2016-05-14 19:19:52,1,-73.975676,40.687408,-73.773757,40.652977,N,2539,80.5
id1001373,1,2016-03-10 11:37:32,2016-03-10 12:00:02,1,-73.778506,40.642635,-73.948811,40.771825,N,1350,76.08
id1001374,2,2016-04-27 14:59:24,2016-04-27 15:06:42,1,-74.016382,40.711487,-73.977852,40.701263,N,438,13.11
id1001375,1,2016-06-24 04:03:39,2016-06-24 04:19:13,1,-73.990198,40.749086,-73.967956,40.784135,N,934,20.23
id1001376,2,2016-06-14 00:11:47,2016-06-14 00:26:34,1,-73.963089,40.792278,-73.918069,40.855733,N,887,26.75
id1001377,2,2016-01-19 02:24:34,2016-01-19 02:41:24,1,-73.88947,40.783305,-74.007632,40.740085,N,1010,35.11
id1001378,2,2016-06-26 10:38:13,2016-06-26 10:56:13,1,-73.935554,40.760758,-74.00423,40.696065,N,1080,31.16
id1001379,2,2016-04-10 04:08:33,2016-04-10 04:20:24,1,-74.020489,40.710518,-73.969837,40.688778,N,711,19.07
id1001380,1,2016-01-10 15:47:36,2016-01-10 16:09:04,1,-74.023882,40.701891,-73.953868,40.747183,N,1288,28.5
id1001381,2,2016-02-26 08:07:44,2016-02-26 08:35:11,1,-73.992291,40.768778,-73.939138,40.780393,N,1647,23.7
id1001382,2,2016-06-20 05:00:07,2016-06-20 05:13:07,1,-74.017509,40.70168,-73.97231,40.772607,N,780,30.31
id1001383,2,2016-06-20 15:13:50,2016-06-20 15:33:12,2,-73.923866,40.800736,-74.018158,40.761414,N,1162,30.75
id1001384,1,2016-03-07 07:34:38,2016-03-07 08:02:12,1,-73.967259,40.693315,-73.993147,40.74349,N,1654,29.22
id1001385,1,2016-05-04 17:09:07,2016-05-04 17:14:08,5,-73.959989,40.780207,-73.965593,40.776159,N,301,8.45
id1001386,1,2016-05-19 19:24:04,2016-05-19 20:09:04,1,-73.947608,40.789233,-73.791153,40.639934,N,2700,82.63
id1001387,2,2016-01-01 15:41:22,2016-01-01 15:53:45,1,-74.004356,40.778137,-73.963491,40.760619,N,743,18.99
id1001388,2,2016-04-29 15:14:11,2016-04-29 15:36:37,5,-73.989726,40.714976,-73.876976,40.77871,N,1346,38.56
id1001389,2,2016-01-26 08:35:28,2016-01-26 08:53:53,1,-73.983407,40.758843,-74.010259,40.782092,N,1105,18.81
id1001390,2,2016-03-05 14:06:53,2016-03-05 14:34:46,4,-73.97932,40.677063,-73.966685,40.74641,N,1673,30.65
id1001391,2,2016-05-03 17:16:07,2016-05-03 17:53:19,6,-73.870575,40.770812,-73.784378,40.654102,N,2232,71.53
id1001392,2,2016-05-31 11:38:56,2016-05-31 11:57:15,1,-73.983944,40.726268,-73.94314,40.759554,N,1099,20.58
id1001393,2,2016-06-15 00:35:46,2016-06-15 00:39:38,1,-73.987229,40.781791,-73.989786,40.760547,N,232,11.94
id1001394,1,2016-01-17 02:26:16,2016-01-17 02:38:12,1,-73.867625,40.774586,-73.964002,40.760296,N,716,27.02
id1001395,1,2016-03-21 11:47:18,2016-03-21 12:02:43,1,-73.988156,40.723905,-73.951943,40.746928,N,925,17.93
id1001396,2,2016-02-12 06:13:47,2016-02-12 06:19:47,2,-73.991775,40.734918,-73.978917,40.732658,N,360,9.32
id1001397,1,2016-05-26 20:47:04,2016-05-26 21:13:55,2,-73.966664,40.694357,-73.983816,40.797119,N,1611,39.44
id1001398,1,2016-05-22 01:45:07,2016-05-22 02:01:37,2,-73.982851,40.73012,-73.868623,40.768641,N,990,33.81
id1001399,1,2016-02-07 05:41:50,2016-02-07 05:49:39,1,-73.981145,40.752769,-73.952382,40.782857,N,469,15.86
id1001400,1,2016-04-03 22:17:34,2016-04-03 22:31:59,3,-73.983014,40.698421,-74.003135,40.743828,N,865,20.83
id1001401,2,2016-04-28 21:43:19,2016-04-28 22:00:00,2,-73.99157,40.766915,-74.021601,40.699854,N,1001,26.85
id1001402,2,2016-01-19 12:30:39,2016-01-19 12:47:29,1,-73.97836,40.705216,-74.034928,40.723837,N,1010,22.08
id1001403,2,2016-03-17 21:17:48,2016-03-17 21:32:15,5,-73.9702,40.752402,-74.00279,40.725128,Y,867,17.37
id1001404,1,2016-04-26 05:33:02,2016-04-26 05:37:05,1,-74.005713,40.784271,-74.005652,40.771852,N,243,9.59
id1001405,2,2016-04-23 21:28:31,2016-04-23 21:43:53,1,-73.993355,40.776909,-73.966985,40.74538,N,922,17.83
id1001406,2,2016-03-14 21:12:59,2016-03-14 21:20:04,1,-74.003697,40.706119,-73.986282,40.705726,N,425,9.47
id1001407,1,2016-05-29 02:08:48,2016-05-29 02:15:41,1,-73.986652,40.735801,-73.972419,40.712107,N,413,12.46
id1001408,2,2016-01-13 11:06:23,2016-01-13 11:38:54,1,-73.877729,40.768144,-74.010041,40.683188,N,1951,47.99
id1001409,2,2016-03-15 12:55:19,2016-03-15 13:23:14,1,-73.962656,40.804378,-73.997886,40.676678,N,1675,46.08
id1001410,1,2016-01-10 06:41:12,2016-01-10 07:03:51,1,-73.874546,40.761582,-73.924434,40.827082,N,1359,31.9
id1001411,2,2016-04-06 11:27:55,2016-04-06 12:17:28,1,-73.993986,40.689726,-73.780189,40.640267,N,2973,79.75
id1001412,1,2016-01-20 20:30:56,2016-01-20 20:59:44,1,-73.872944,40.777927,-73.781597,40.642559,N,1728,76.4
id1001413,2,2016-02-18 21:05:30,2016-02-18 21:17:19,4,-74.00406,40.679757,-74.006899,40.699699,N,709,13.79
id1001414,2,2016-03-04 04:36:39,2016-03-04 04:52:44,1,-74.002744,40.757294,-73.873868,40.782395,N,965,35.82
id1001415,1,2016-02-24 22:39:08,2016-02-24 23:29:48,1,-73.787646,40.644662,-73.986591,40.727974,N,3040,88.13
id1001416,2,2016-04-16 13:29:29,2016-04-16 13:44:38,1,-74.041183,40.70213,-73.952361,40.781602,N,909,35.27
id1001417,2,2016-01-02 19:13:05,2016-01-02 19:38:58,2,-74.021235,40.728565,-73.78868,40.630721,N,1553,79.26
id1001418,2,2016-06-21 21:59:24,2016-06-21 22:35:20,1,-73.870228,40.780977,-73.999974,40.731447,N,2156,43.47
id1001419,2,2016-04-29 08:06:25,2016-04-29 08:29:34,1,-73.991943,40.687501,-73.984565,40.64808,N,1389,23.34
id1001420,1,2016-01-12 08:26:12,2016-01-12 09:03:32,2,-73.964732,40.759819,-73.919261,40.79976,N,2240,32.02
id1001421,2,2016-01-21 02:27:40,2016-01-21 02:33:46,1,-74.016285,40.711068,-74.01339,40.726368,N,366,11.59
id1001422,2,2016-02-17 17:14:15,2016-02-17 17:23:03,2,-73.97422,40.750692,-73.984692,40.735482,N,528,12.25
id1001423,1,2016-05-24 20:14:46,2016-05-24 21:07:46,1,-73.982189,40.742851,-73.764891,40.635408,N,3180,90.56
id1001424,1,2016-03-05 13:18:57,2016-03-05 13:29:16,1,-73.996874,40.788616,-73.992733,40.760668,N,619,14.11
id1001425,2,2016-05-25 01:30:22,2016-05-25 01:35:42,1,-74.006637,40.722896,-74.02038,40.729281,N,320,8.55
id1001426,1,2016-05-28 10:05:41,2016-05-28 10:22:57,1,-73.951236,40.740784,-73.999417,40.769616,N,1036,21.77
id1001427,1,2016-03-01 10:11:25,2016-03-01 11:13:00,3,-74.013538,40.747147,-73.786604,40.651871,N,3695,92.53
id1001428,1,2016-05-17 12:37:43,2016-05-17 13:21:11,3,-73.784458,40.648893,-73.971857,40.68075,N,2608,71.77
id1001429,1,2016-05-18 12:43:09,2016-05-18 12:59:10,1,-74.023295,40.713696,-73.961923,40.740671,N,961,23.12
id1001430,2,2016-05-07 09:25:48,2016-05-07 09:36:33,1,-73.987868,40.724752,-73.977999,40.749794,N,645,15.24
id1001431,2,2016-02-06 01:43:48,2016-02-06 02:01:01,1,-73.957189,40.770682,-73.870263,40.777683,N,1033,27.03
id1001432,2,2016-05-09 03:11:42,2016-05-09 03:17:42,2,-73.984131,40.756923,-73.964709,40.763486,N,360,11.82
id1001433,1,2016-01-29 10:21:53,2016-01-29 10:47:21,1,-73.992793,40.751426,-73.980921,40.806967,N,1528,27.29
id1001434,1,2016-02-10 00:30:01,2016-02-10 00:39:45,1,-74.013444,40.798528,-73.985086,40.770261,N,584,15.9
id1001435,2,2016-03-31 18:48:26,2016-03-31 19:24:07,1,-73.940584,40.663994,-73.878588,40.764905,N,2141,45.16
id1001436,1,2016-05-20 12:02:43,2016-05-20 12:08:53,1,-73.980202,40.747836,-73.997776,40.733399,N,370,10.6
id1001437,1,2016-01-18 20:23:09,2016-01-18 20:36:22,1,-73.998783,40.695097,-73.990211,40.741101,N,793,21.12
id1001438,2,2016-05-13 14:37:40,2016-05-13 14:47:01,1,-74.0039,40.706333,-73.973451,40.731748,N,561,14.43
id1001439,1,2016-04-13 13:35:35,2016-04-13 14:01:15,1,-73.994428,40.663475,-74.018205,40.731327,N,1540,30.54
id1001440,2,2016-03-07 05:59:10,2016-03-07 06:08:06,1,-73.962043,40.794443,-73.97899,40.774819,N,536,14.54
id1001441,1,2016-04-07 16:49:17,2016-04-07 17:12:01,1,-74.029604,40.759614,-73.941016,40.801976,N,1364,31.53
id1001442,1,2016-05-22 12:01:42,2016-05-22 12:11:39,1,-73.97023,40.766248,-73.975823,40.745516,N,597,14.57
id1001443,2,2016-01-23 15:01:34,2016-01-23 15:59:45,1,-73.99044,40.767262,-73.783189,40.659087,N,3491,94.39
id1001444,2,2016-03-31 20:06:30,2016-03-31 20:23:38,2,-73.97718,40.757599,-73.98909,40.798155,N,1028,20.78
