TransactionID,Item
T0358,Beer
T0358,Garlic
T0358,Diapers
T0359,Olive Oil
T0359,Butter
T0359,Milk
T0359,Bread
T0359,Pasta
T0359,Garlic
T0359,Coffee
T0359,Keyboard
T0360,Butter
T0360,Milk
T0360,Bread
T0360,Garlic
T0360,Cheese
T0361,Cereal
T0361,Milk
T0361,Bread
T0361,Butter
T0362,Cereal
T0362,Milk
T0362,Bread
T0362,Butter
T0363,Milk
T0363,Pasta
T0363,Beer
T0363,Coffee
T0363,Diapers
T0364,Sugar
T0364,Coffee
T0364,Tea
T0364,Butter
T0365,Diapers
T0366,Bananas
T0366,Mouse
T0366,Sugar
T0367,Olive Oil
T0367,Pasta
T0367,Beer
T0367,Garlic
T0367,Napkins
T0367,Diapers
T0368,Mousepad
T0368,Laptop
T0368,Olive Oil
T0368,Mouse
T0368,Pasta
T0368,Beer
T0368,Garlic
T0368,Diapers
T0369,Olive Oil
T0369,Butter
T0369,Milk
T0369,Bread
T0369,Pasta
T0370,Milk
T0370,Bread
T0370,Butter
T0371,Mousepad
T0371,Sugar
T0371,Laptop
T0371,Olive Oil
T0371,Headphones
T0371,Mouse
T0371,Pasta
T0371,Oranges
T0371,Coffee
T0372,Sugar
T0372,Mousepad
T0372,Laptop
T0372,Olive Oil
T0372,Tea
T0372,Mouse
T0372,Pasta
T0372,Salsa
T0372,Beer
T0372,Coffee
T0372,Diapers
T0373,Bread
T0373,Cheese
T0373,Beer
T0373,Butter
T0374,Sugar
T0374,Butter
T0374,Milk
T0374,Bread
T0374,Salsa
T0374,Beer
T0374,Coffee
T0374,Diapers
T0375,Sugar
T0375,Mousepad
T0375,Laptop
T0375,Butter
T0375,Milk
T0375,Bread
T0375,Mouse
T0375,Garlic
T0375,Coffee
T0376,Mousepad
T0376,Sugar
T0376,Laptop
T0376,Olive Oil
T0376,Mouse
T0376,Pasta
T0376,Coffee
T0376,Diapers
T0377,Tea
T0377,Butter
T0377,Milk
T0377,Bread
T0377,Oranges
T0378,Paper Towels
T0378,Mouse
T0378,Mousepad
T0378,Laptop
T0379,Sugar
T0379,Mousepad
T0379,Laptop
T0379,Mouse
T0379,Tomato Sauce
T0379,Beer
T0379,Coffee
T0379,Diapers
T0380,Beer
T0380,Sugar
T0380,Laptop
T0381,Yogurt
T0382,Mousepad
T0382,Laptop
T0382,Mouse
T0382,Bread
T0382,Coffee
T0382,Paper Towels
T0383,Mousepad
T0384,Sugar
T0384,Coffee
T0385,Salsa
T0386,Mousepad
T0386,Laptop
T0386,Butter
T0386,Milk
T0386,Bread
T0386,Mouse
T0386,Beer
T0386,Diapers
T0387,Keyboard
T0387,Tomato Sauce
T0388,Oranges
T0388,Cheese
T0388,Butter
T0389,Bananas
T0389,Diapers
T0389,Laptop
T0390,Olive Oil
T0390,Pasta
T0390,Oranges
T0390,Cookies
T0390,Garlic
T0391,Olive Oil
T0391,Mouse
T0391,Pasta
T0391,Beer
T0391,Garlic
T0391,Apples
T0391,Diapers
T0392,Bread
T0392,Cheese
T0392,Butter
T0393,Mousepad
T0393,Sugar
T0393,Laptop
T0393,Mouse
T0393,Soda
T0393,Coffee
T0394,Cookies
T0394,Bread
T0394,Keyboard
T0395,Mousepad
T0395,Laptop
T0395,Mouse
T0395,Beer
T0395,Diapers
T0396,Garlic
T0396,Coffee
T0396,Pasta
T0396,Olive Oil
T0397,Mousepad
T0397,Laptop
T0397,Mouse
T0397,Beer
T0397,Diapers
T0398,Tea
T0398,Mouse
T0398,Yogurt
T0398,Beer
T0398,Diapers
T0399,Butter
T0399,Milk
T0399,Bread
T0399,Yogurt
T0399,Keyboard
T0400,Butter
T0400,Bread
T0400,Salsa
T0400,Oranges
T0400,Beer
T0400,Diapers
T0401,Olive Oil
T0401,Tea
T0401,Bananas
T0401,Pasta
T0401,Beer
T0401,Garlic
T0401,Apples
T0401,Diapers
T0402,Sugar
T0403,Garlic
T0403,Pasta
T0403,Olive Oil
T0404,Sugar
T0404,Olive Oil
T0404,Pasta
T0404,Oranges
T0404,Beer
T0404,Coffee
T0404,Diapers
T0405,Sugar
T0405,Laptop
T0405,Butter
T0405,Mouse
T0405,Beer
T0405,Coffee
T0406,Mousepad
T0406,Cheese
T0406,Salsa
T0407,Laptop
T0407,Olive Oil
T0407,Mouse
T0407,Pasta
T0407,Beer
T0407,Garlic
T0407,Apples
T0407,Diapers
T0408,Cereal
T0408,Olive Oil
T0408,Butter
T0408,Milk
T0408,Bread
T0408,Pasta
T0408,Beer
T0408,Garlic
T0408,Diapers
T0409,Mouse
T0409,Napkins
T0409,Mousepad
T0409,Laptop
T0410,Chips
T0410,Tea
T0411,Beer
T0411,Diapers
T0412,Butter
T0412,Bananas
T0412,Bread
T0412,Beer
T0412,Diapers
T0413,Butter
T0413,Milk
T0413,Bread
T0413,Coffee
T0413,Keyboard
T0414,Mousepad
T0414,Laptop
T0414,Mouse
T0414,Bread
T0414,Soda
T0414,Paper Towels
T0415,Sugar
T0415,Beer
T0415,Coffee
T0415,Apples
T0415,Diapers
T0416,Sugar
T0416,Napkins
T0416,Coffee
T0417,Beer
T0417,Diapers
T0417,Headphones
T0418,Olive Oil
T0418,Soda
T0418,Pasta
T0418,Beer
T0418,Garlic
T0418,Coffee
T0418,Diapers
T0419,Yogurt
T0419,Headphones
T0420,Olive Oil
T0420,Butter
T0420,Milk
T0420,Bread
T0420,Tomato Sauce
T0420,Pasta
T0420,Garlic
T0421,Chips
T0421,Cheese
T0422,Laptop
T0422,Olive Oil
T0422,Chips
T0422,Pasta
T0422,Garlic
T0423,Mousepad
T0423,Laptop
T0423,Butter
T0423,Mouse
T0423,Milk
T0423,Bread
T0423,Coffee
T0423,Diapers
T0424,Mousepad
T0424,Laptop
T0424,Butter
T0424,Mouse
T0424,Milk
T0424,Bread
T0425,Tea
T0426,Butter
T0426,Milk
T0426,Bread
T0426,Beer
T0426,Paper Towels
T0426,Diapers
T0427,Milk
T0427,Bread
T0427,Laptop
T0427,Butter
T0428,Paper Towels
T0429,Mousepad
T0429,Milk
T0429,Beer
T0429,Diapers
T0430,Mousepad
T0430,Cookies
T0430,Sugar
T0430,Coffee
T0431,Bananas
T0431,Cereal
T0431,Bread
T0432,Bananas
T0432,Napkins
T0432,Coffee
T0433,Mousepad
T0434,Mousepad
T0434,Laptop
T0434,Mouse
T0434,Beer
T0434,Diapers
T0435,Laptop
T0435,Butter
T0435,Milk
T0435,Bread
T0435,Pasta
T0436,Mouse
T0436,Beer
T0436,Eggs
T0437,Sugar
T0437,Olive Oil
T0437,Soda
T0437,Salsa
T0437,Coffee
T0438,Milk
T0438,Bread
T0438,Beer
T0438,Butter
T0439,Cookies
T0439,Paper Towels
T0439,Bread
T0440,Olive Oil
T0440,Butter
T0440,Chips
T0440,Milk
T0440,Bread
T0440,Pasta
T0440,Beer
T0440,Garlic
T0440,Diapers
T0441,Napkins
T0442,Beer
T0442,Soda
T0442,Butter
T0443,Milk
T0443,Yogurt
T0443,Pasta
T0443,Olive Oil
T0444,Butter
T0444,Chips
T0444,Milk
T0444,Bread
T0444,Salsa
T0444,Paper Towels
T0444,Diapers
T0445,Sugar
T0445,Coffee
T0446,Cereal
T0446,Sugar
T0446,Mousepad
T0446,Laptop
T0446,Butter
T0446,Milk
T0446,Bread
T0446,Mouse
T0446,Pasta
T0446,Oranges
T0446,Coffee
T0447,Tomato Sauce
T0448,Olive Oil
T0448,Bread
T0448,Pasta
T0448,Oranges
T0448,Beer
T0448,Garlic
T0448,Diapers
T0449,Garlic
T0449,Pasta
T0449,Olive Oil
T0450,Mouse
T0450,Mousepad
T0450,Laptop
T0451,Sugar
T0451,Pasta
T0451,Cookies
T0451,Garlic
T0451,Coffee
T0452,Olive Oil
T0453,Bread
T0454,Sugar
T0454,Olive Oil
T0454,Soda
T0454,Oranges
T0454,Coffee
T0455,Cereal
T0455,Sugar
T0455,Mousepad
T0455,Laptop
T0455,Olive Oil
T0455,Mouse
T0455,Pasta
T0455,Oranges
T0455,Beer
T0455,Garlic
T0455,Coffee
T0455,Cheese
T0455,Diapers
T0456,Salsa
T0457,Beer
T0457,Diapers
T0457,Pasta
T0457,Olive Oil
T0458,Garlic
T0458,Diapers
T0458,Olive Oil
T0459,Beer
T0459,Diapers
T0460,Mousepad
T0460,Sugar
T0460,Laptop
T0460,Olive Oil
T0460,Mouse
T0460,Pasta
T0460,Garlic
T0460,Coffee
T0461,Sugar
T0461,Olive Oil
T0461,Laptop
T0461,Tea
T0461,Chips
T0461,Pasta
T0461,Garlic
T0461,Coffee
T0462,Keyboard
T0462,Soda
T0463,Coffee
T0463,Mouse
T0463,Mousepad
T0463,Laptop
T0464,Keyboard
T0464,Coffee
T0464,Yogurt
T0464,Diapers
T0465,Mousepad
T0465,Sugar
T0465,Laptop
T0465,Chips
T0465,Mouse
T0465,Beer
T0465,Coffee
T0466,Bread
T0466,Garlic
T0466,Pasta
T0466,Olive Oil
T0467,Sugar
T0467,Coffee
T0467,Pasta
T0467,Olive Oil
T0468,Olive Oil
T0468,Soda
T0468,Salsa
T0468,Pasta
T0468,Garlic
T0468,Coffee
T0468,Apples
T0469,Cereal
T0469,Oranges
T0469,Mousepad
T0469,Coffee
T0470,Mousepad
T0470,Olive Oil
T0470,Laptop
T0470,Mouse
T0470,Pasta
T0470,Garlic
T0471,Bananas
T0471,Cookies
T0471,Cheese
T0471,Coffee
T0472,Sugar
T0472,Olive Oil
T0472,Soda
T0472,Salsa
T0472,Coffee
T0473,Olive Oil
T0473,Yogurt
T0473,Pasta
T0473,Garlic
T0473,Diapers
T0474,Mousepad
T0474,Laptop
T0474,Butter
T0474,Mouse
T0474,Milk
T0474,Bread
T0475,Olive Oil
T0476,Mousepad
T0476,Laptop
T0476,Butter
T0476,Mouse
T0476,Cookies
T0477,Apples
T0477,Paper Towels
T0477,Coffee
T0477,Butter
T0478,Coffee
T0479,Sugar
T0479,Coffee
T0480,Salsa
T0481,Diapers
T0481,Tea
T0481,Headphones
T0482,Yogurt
T0482,Salsa
T0482,Headphones
T0483,Mousepad
T0483,Sugar
T0483,Laptop
T0483,Olive Oil
T0483,Mouse
T0483,Pasta
T0483,Salsa
T0483,Garlic
T0483,Coffee
T0484,Bananas
T0484,Milk
T0484,Bread
T0484,Butter
T0485,Tomato Sauce
T0485,Beer
T0485,Diapers
T0486,Chips
T0487,Mousepad
T0487,Laptop
T0487,Butter
T0487,Milk
T0487,Bread
T0487,Mouse
T0487,Tomato Sauce
T0487,Diapers
T0488,Oranges
T0488,Salsa
T0488,Pasta
T0489,Beer
T0489,Diapers
T0490,Milk
T0490,Keyboard
T0490,Bread
T0491,Mouse
T0491,Mousepad
T0491,Laptop
T0492,Mousepad
T0492,Laptop
T0492,Bananas
T0492,Mouse
T0492,Pasta
T0493,Keyboard
T0493,Cookies
T0493,Soda
T0494,Mousepad
T0494,Laptop
T0494,Butter
T0494,Mouse
T0494,Bread
T0494,Coffee
T0495,Beer
T0495,Diapers
T0496,Mousepad
T0496,Olive Oil
T0496,Eggs
T0496,Pasta
T0496,Keyboard
T0497,Mousepad
T0497,Olive Oil
T0497,Yogurt
T0497,Pasta
T0497,Garlic
T0498,Garlic
T0498,Diapers
T0498,Pasta
T0498,Olive Oil
T0499,Yogurt
T0499,Pasta
T0499,Olive Oil
T0500,Sugar
T0500,Coffee
T0501,Sugar
T0501,Coffee
T0502,Mousepad
T0502,Laptop
T0502,Headphones
T0502,Mouse
T0502,Beer
T0502,Napkins
T0502,Coffee
T0502,Diapers
T0503,Mousepad
T0503,Olive Oil
T0503,Laptop
T0503,Mouse
T0503,Milk
T0503,Tomato Sauce
T0503,Pasta
T0503,Garlic
T0503,Coffee
T0504,Mouse
T0504,Tomato Sauce
T0505,Milk
T0505,Soda
T0506,Beer
T0506,Diapers
T0506,Bread
T0507,Sugar
T0507,Laptop
T0507,Bananas
T0507,Mouse
T0507,Coffee
T0507,Paper Towels
T0508,Cereal
T0508,Sugar
T0508,Olive Oil
T0508,Laptop
T0508,Mouse
T0508,Milk
T0508,Pasta
T0508,Garlic
T0509,Olive Oil
T0509,Chips
T0509,Tomato Sauce
T0509,Pasta
T0509,Garlic
T0510,Butter
T0510,Milk
T0510,Bread
T0510,Beer
T0510,Coffee
T0510,Diapers
T0511,Olive Oil
T0511,Eggs
T0511,Headphones
T0511,Butter
T0511,Milk
T0511,Bread
T0512,Mousepad
T0512,Laptop
T0512,Butter
T0512,Mouse
T0512,Milk
T0512,Bread
T0513,Garlic
T0513,Pasta
T0513,Headphones
T0514,Milk
T0514,Bread
T0514,Butter
T0515,Headphones
T0515,Butter
T0515,Chips
T0515,Milk
T0515,Bread
T0516,Paper Towels
T0516,Coffee
T0517,Sugar
T0517,Mousepad
T0517,Laptop
T0517,Olive Oil
T0517,Mouse
T0517,Pasta
T0517,Salsa
T0517,Garlic
T0517,Coffee
T0517,Apples
T0517,Diapers
T0518,Beer
T0519,Sugar
T0519,Olive Oil
T0519,Yogurt
T0519,Tomato Sauce
T0519,Pasta
T0519,Beer
T0519,Garlic
T0519,Coffee
T0519,Diapers
T0520,Garlic
T0520,Diapers
T0520,Pasta
T0520,Olive Oil
T0521,Mousepad
T0521,Laptop
T0521,Butter
T0521,Olive Oil
T0521,Milk
T0521,Bread
T0521,Mouse
T0521,Pasta
T0521,Garlic
T0521,Coffee
T0521,Diapers
T0522,Sugar
T0522,Butter
T0522,Milk
T0522,Bread
T0522,Coffee
T0523,Beer
T0523,Diapers
T0524,Beer
T0524,Diapers
T0524,Laptop
T0525,Milk
T0525,Bread
T0525,Butter
T0526,Sugar
T0526,Mousepad
T0526,Laptop
T0526,Butter
T0526,Headphones
T0526,Milk
T0526,Bread
T0526,Mouse
T0526,Coffee
T0527,Bananas
T0527,Tomato Sauce
T0528,Mousepad
T0528,Sugar
T0528,Laptop
T0528,Mouse
T0528,Oranges
T0528,Beer
T0528,Coffee
T0529,Tea
T0530,Garlic
T0530,Pasta
T0530,Olive Oil
T0531,Sugar
T0531,Mousepad
T0532,Yogurt
T0532,Coffee
T0532,Laptop
T0532,Headphones
T0533,Apples
T0533,Cereal
T0533,Diapers
T0534,Olive Oil
T0534,Tomato Sauce
T0534,Pasta
T0534,Garlic
T0534,Paper Towels
T0535,Sugar
T0535,Butter
T0535,Milk
T0535,Bread
T0535,Yogurt
T0535,Coffee
T0536,Mousepad
T0536,Laptop
T0536,Olive Oil
T0536,Mouse
T0536,Yogurt
T0537,Tomato Sauce
T0537,Sugar
T0537,Coffee
T0537,Pasta
T0538,Eggs
T0538,Mouse
T0538,Salsa
T0538,Beer
T0538,Diapers
T0539,Bread
T0539,Diapers
T0539,Beer
T0539,Butter
T0540,Cereal
T0540,Milk
T0540,Bread
T0540,Butter
T0541,Beer
T0541,Diapers
T0542,Laptop
T0542,Mouse
T0542,Soda
T0542,Tomato Sauce
T0542,Beer
T0542,Coffee
T0542,Diapers
T0543,Mouse
T0543,Mousepad
T0543,Laptop
T0544,Mousepad
T0544,Laptop
T0544,Mouse
T0544,Yogurt
T0544,Paper Towels
T0544,Diapers
T0545,Salsa
T0545,Garlic
T0545,Pasta
T0545,Olive Oil
T0546,Keyboard
T0546,Tomato Sauce
T0546,Sugar
T0546,Coffee
T0547,Sugar
T0547,Olive Oil
T0547,Butter
T0547,Milk
T0547,Bread
T0547,Pasta
T0547,Garlic
T0547,Coffee
T0548,Mousepad
T0548,Laptop
T0548,Butter
T0548,Bread
T0548,Mouse
T0548,Yogurt
T0548,Tomato Sauce
T0548,Beer
T0548,Diapers
T0549,Laptop
T0549,Butter
T0549,Bananas
T0549,Milk
T0549,Bread
T0549,Mouse
T0549,Soda
T0549,Beer
T0549,Coffee
T0549,Diapers
T0550,Milk
T0550,Yogurt
T0551,Laptop
T0551,Butter
T0551,Mouse
T0551,Milk
T0551,Bread
T0552,Milk
T0552,Bread
T0552,Butter
T0553,Mousepad
T0553,Laptop
T0553,Butter
T0553,Eggs
T0553,Milk
T0553,Bread
T0553,Mouse
T0553,Coffee
T0553,Paper Towels
T0554,Mousepad
T0554,Olive Oil
T0554,Laptop
T0554,Mouse
T0554,Pasta
T0554,Garlic
T0555,Garlic
T0555,Tea
T0556,Sugar
T0556,Coffee
T0557,Mousepad
T0557,Olive Oil
T0557,Laptop
T0557,Eggs
T0557,Mouse
T0557,Pasta
T0557,Salsa
T0557,Oranges
T0557,Garlic
T0558,Garlic
T0558,Coffee
T0558,Pasta
T0558,Olive Oil
T0559,Pasta
T0559,Olive Oil
T0560,Milk
T0560,Oranges
T0560,Paper Towels
T0560,Diapers
T0561,Cookies
T0561,Mousepad
T0561,Salsa
T0562,Mouse
T0562,Sugar
T0562,Coffee
T0562,Laptop
T0563,Garlic
T0563,Pasta
T0563,Olive Oil
T0564,Sugar
T0564,Mousepad
T0564,Olive Oil
T0564,Bananas
T0564,Pasta
T0564,Garlic
T0564,Beer
T0564,Coffee
T0565,Olive Oil
T0565,Butter
T0565,Milk
T0565,Bread
T0565,Pasta
T0565,Garlic
T0565,Napkins
T0566,Mousepad
T0566,Laptop
T0566,Butter
T0566,Olive Oil
T0566,Mouse
T0566,Milk
T0566,Bread
T0566,Paper Towels
T0567,Butter
T0568,Cereal
T0568,Butter
T0568,Mouse
T0568,Milk
T0568,Bread
T0568,Coffee
T0569,Cereal
T0569,Mousepad
T0569,Olive Oil
T0569,Laptop
T0569,Mouse
T0569,Pasta
T0569,Garlic
T0569,Apples
T0569,Diapers
T0570,Milk
T0571,Mousepad
T0571,Laptop
T0571,Olive Oil
T0571,Headphones
T0571,Mouse
T0571,Apples
T0572,Napkins
T0573,Olive Oil
T0573,Butter
T0573,Bread
T0573,Pasta
T0573,Garlic
T0574,Mousepad
T0574,Sugar
T0574,Laptop
T0574,Olive Oil
T0574,Mouse
T0574,Pasta
T0574,Coffee
T0574,Diapers
T0575,Olive Oil
T0575,Butter
T0575,Milk
T0575,Bread
T0575,Beer
T0575,Diapers
T0576,Mousepad
T0576,Laptop
T0576,Butter
T0576,Mouse
T0576,Bread
T0576,Keyboard
T0576,Cheese
T0577,Sugar
T0577,Mousepad
T0577,Laptop
T0577,Mouse
T0577,Coffee
T0577,Diapers
T0578,Mouse
T0578,Mousepad
T0578,Laptop
T0579,Sugar
T0579,Coffee
T0580,Sugar
T0580,Coffee
T0581,Cereal
T0581,Olive Oil
T0581,Pasta
T0581,Salsa
T0581,Beer
T0581,Garlic
T0581,Diapers
T0582,Sugar
T0582,Butter
T0582,Milk
T0582,Bread
T0582,Yogurt
T0582,Cookies
T0582,Napkins
T0582,Coffee
T0583,Sugar
T0583,Coffee
T0583,Bread
T0584,Bananas
T0585,Mousepad
T0585,Olive Oil
T0585,Laptop
T0585,Tea
T0585,Mouse
T0585,Pasta
T0585,Garlic
T0585,Napkins
T0585,Paper Towels
T0586,Butter
T0586,Milk
T0586,Bread
T0586,Soda
T0586,Mouse
T0586,Tomato Sauce
T0586,Coffee
T0587,Mousepad
T0587,Sugar
T0587,Laptop
T0587,Olive Oil
T0587,Butter
T0587,Mouse
T0587,Tomato Sauce
T0587,Pasta
T0587,Garlic
T0587,Coffee
T0587,Apples
T0588,Sugar
T0588,Olive Oil
T0588,Pasta
T0588,Garlic
T0588,Coffee
T0589,Sugar
T0589,Coffee
T0590,Sugar
T0590,Olive Oil
T0590,Butter
T0590,Milk
T0590,Bread
T0590,Pasta
T0590,Garlic
T0590,Coffee
T0591,Tea
T0591,Butter
T0591,Milk
T0591,Bread
T0591,Beer
T0591,Cookies
T0591,Keyboard
T0591,Diapers
T0592,Garlic
T0593,Mousepad
T0593,Laptop
T0593,Olive Oil
T0593,Mouse
T0593,Pasta
T0593,Beer
T0593,Garlic
T0593,Diapers
T0594,Mousepad
T0594,Laptop
T0594,Mouse
T0594,Beer
T0594,Garlic
T0594,Diapers
T0595,Mousepad
T0595,Soda
T0595,Tomato Sauce
T0596,Mousepad
T0596,Laptop
T0596,Butter
T0596,Bananas
T0596,Milk
T0596,Bread
T0596,Mouse
T0596,Coffee
T0596,Cheese
T0597,Sugar
T0597,Olive Oil
T0597,Pasta
T0597,Beer
T0597,Garlic
T0597,Coffee
T0597,Diapers
T0598,Mousepad
T0598,Sugar
T0598,Laptop
T0598,Mouse
T0598,Coffee
T0599,Sugar
T0599,Mousepad
T0599,Laptop
T0599,Mouse
T0599,Beer
T0599,Napkins
T0599,Coffee
T0599,Diapers
T0600,Olive Oil
T0600,Butter
T0600,Milk
T0600,Bread
T0600,Pasta
T0601,Chips
T0602,Olive Oil
T0602,Butter
T0602,Milk
T0602,Bread
T0602,Pasta
T0602,Beer
T0602,Garlic
T0602,Diapers
T0603,Mousepad
T0603,Laptop
T0603,Butter
T0603,Mouse
T0603,Milk
T0603,Beer
T0603,Cheese
T0603,Diapers
T0604,Mousepad
T0604,Laptop
T0604,Butter
T0604,Tea
T0604,Bananas
T0604,Milk
T0604,Bread
T0604,Mouse
T0604,Oranges
T0604,Beer
T0604,Diapers
T0605,Sugar
T0605,Olive Oil
T0605,Pasta
T0605,Beer
T0605,Garlic
T0605,Diapers
T0606,Mousepad
T0606,Laptop
T0606,Butter
T0606,Olive Oil
T0606,Mouse
T0606,Milk
T0606,Bread
T0606,Pasta
T0606,Soda
T0606,Garlic
T0606,Keyboard
T0606,Paper Towels
T0607,Bread
T0607,Yogurt
T0607,Soda
T0607,Beer
T0607,Diapers
T0608,Sugar
T0608,Butter
T0608,Headphones
T0608,Milk
T0608,Bread
T0608,Pasta
T0608,Oranges
T0608,Coffee
T0609,Beer
T0609,Diapers
T0609,Bread
T0610,Bananas
T0610,Milk
T0610,Soda
T0610,Beer
T0610,Diapers
T0611,Sugar
T0611,Mousepad
T0611,Bread
T0611,Beer
T0611,Coffee
T0611,Apples
T0611,Diapers
T0612,Mousepad
T0612,Sugar
T0612,Laptop
T0612,Olive Oil
T0612,Mouse
T0612,Milk
T0612,Pasta
T0612,Garlic
T0612,Coffee
T0613,Sugar
T0613,Headphones
T0614,Cereal
T0614,Sugar
T0614,Mousepad
T0614,Laptop
T0614,Chips
T0614,Mouse
T0614,Beer
T0614,Coffee
T0614,Diapers
T0615,Garlic
T0615,Pasta
T0615,Olive Oil
T0616,Milk
T0616,Bread
T0616,Diapers
T0616,Butter
T0617,Soda
T0618,Paper Towels
T0619,Oranges
T0619,Beer
T0619,Diapers
T0620,Milk
T0620,Soda
T0621,Mousepad
T0621,Laptop
T0621,Butter
T0621,Olive Oil
T0621,Bananas
T0621,Mouse
T0621,Milk
T0621,Bread
T0621,Pasta
T0622,Cookies
T0622,Tomato Sauce
T0622,Olive Oil
T0623,Diapers
T0624,Mousepad
T0624,Laptop
T0624,Garlic
T0625,Sugar
T0625,Headphones
T0625,Oranges
T0625,Napkins
T0625,Coffee
T0626,Mousepad
T0626,Sugar
T0626,Laptop
T0626,Bananas
T0626,Mouse
T0626,Napkins
T0626,Coffee
T0627,Coffee
T0627,Beer
T0627,Diapers
T0627,Sugar
T0628,Milk
T0628,Bread
T0628,Butter
T0629,Mouse
T0630,Cereal
T0630,Sugar
T0630,Mousepad
T0630,Laptop
T0630,Butter
T0630,Olive Oil
T0630,Milk
T0630,Bread
T0630,Mouse
T0630,Pasta
T0630,Garlic
T0630,Coffee
T0631,Sugar
T0631,Butter
T0631,Milk
T0631,Bread
T0631,Oranges
T0631,Coffee
T0632,Bananas
T0632,Apples
T0632,Sugar
T0633,Mousepad
T0633,Laptop
T0633,Butter
T0633,Mouse
T0633,Bread
T0634,Mousepad
T0634,Diapers
T0635,Olive Oil
T0635,Laptop
T0635,Mouse
T0635,Bread
T0635,Soda
T0635,Pasta
T0635,Garlic
T0636,Bread
T0636,Mousepad
T0636,Butter
T0637,Milk
T0637,Bread
T0637,Butter
T0638,Salsa
T0639,Milk
T0639,Chips
T0639,Bread
T0639,Butter
T0640,Sugar
T0640,Mouse
T0640,Soda
T0640,Napkins
T0640,Coffee
T0641,Mousepad
T0641,Olive Oil
T0641,Laptop
T0641,Mouse
T0641,Pasta
T0641,Garlic
T0642,Mousepad
T0642,Sugar
T0642,Laptop
T0642,Bananas
T0642,Mouse
T0642,Milk
T0642,Coffee
T0643,Laptop
T0643,Butter
T0643,Milk
T0643,Bread
T0643,Cookies
T0643,Keyboard
T0644,Mousepad
T0644,Laptop
T0644,Eggs
T0644,Mouse
T0644,Beer
T0644,Cookies
T0644,Keyboard
T0644,Diapers
T0645,Mouse
T0645,Napkins
T0645,Laptop
T0646,Coffee
T0646,Pasta
T0647,Sugar
T0647,Eggs
T0647,Milk
T0647,Tomato Sauce
T0647,Coffee
T0648,Bananas
T0649,Sugar
T0649,Laptop
T0649,Butter
T0649,Tea
T0649,Milk
T0649,Bread
T0649,Mouse
T0649,Coffee
T0650,Garlic
T0651,Cookies
T0651,Sugar
T0651,Coffee
T0652,Butter
T0652,Milk
T0652,Bread
T0652,Beer
T0652,Diapers
T0653,Bread
T0654,Sugar
T0654,Olive Oil
T0654,Pasta
T0654,Garlic
T0654,Coffee
T0655,Apples
T0656,Sugar
T0656,Eggs
T0656,Coffee
T0656,Headphones
T0657,Olive Oil
T0657,Yogurt
T0657,Pasta
T0657,Beer
T0657,Napkins
T0657,Diapers
T0658,Mousepad
T0658,Laptop
T0658,Mouse
T0658,Soda
T0658,Pasta
T0658,Keyboard
T0659,Olive Oil
T0659,Pasta
T0659,Garlic
T0659,Coffee
T0659,Apples
T0659,Paper Towels
T0660,Mousepad
T0660,Laptop
T0660,Olive Oil
T0660,Mouse
T0660,Pasta
T0660,Beer
T0660,Coffee
T0660,Diapers
T0661,Cereal
T0661,Mousepad
T0661,Sugar
T0661,Laptop
T0661,Eggs
T0661,Mouse
T0661,Pasta
T0661,Coffee
T0662,Mousepad
T0662,Olive Oil
T0662,Eggs
T0662,Mouse
T0662,Pasta
T0662,Garlic
T0663,Cheese
T0663,Butter
T0664,Mouse
T0664,Mousepad
T0664,Laptop
T0665,Cereal
T0665,Olive Oil
T0665,Pasta
T0665,Garlic
T0665,Coffee
T0666,Sugar
T0666,Mousepad
T0666,Laptop
T0666,Mouse
T0666,Beer
T0666,Coffee
T0666,Diapers
T0667,Laptop
T0668,Coffee
T0669,Sugar
T0669,Olive Oil
T0669,Butter
T0669,Bananas
T0669,Milk
T0669,Bread
T0669,Pasta
T0669,Garlic
T0669,Coffee
T0670,Sugar
T0671,Eggs
T0672,Apples
T0672,Mousepad
T0672,Salsa
T0673,Mousepad
T0673,Laptop
T0673,Chips
T0673,Mouse
T0673,Oranges
T0673,Diapers
T0674,Sugar
T0674,Napkins
T0674,Coffee
T0674,Salsa
T0675,Olive Oil
T0675,Bread
T0675,Pasta
T0675,Beer
T0675,Garlic
T0675,Diapers
T0676,Sugar
T0676,Olive Oil
T0676,Pasta
T0676,Garlic
T0676,Coffee
T0677,Sugar
T0677,Yogurt
T0677,Coffee
T0678,Milk
T0678,Bread
T0678,Mousepad
T0678,Butter
T0679,Garlic
T0679,Pasta
T0679,Olive Oil
T0680,Mouse
T0680,Mousepad
T0680,Laptop
T0681,Garlic
T0681,Laptop
T0681,Pasta
T0681,Olive Oil
T0682,Cheese
T0683,Milk
T0683,Coffee
T0683,Sugar
T0683,Headphones
T0684,Diapers
T0685,Cereal
T0685,Mousepad
T0685,Laptop
T0685,Mouse
T0685,Keyboard
T0686,Milk
T0687,Bread
T0687,Coffee
T0688,Diapers
T0688,Eggs
T0689,Mousepad
T0689,Olive Oil
T0689,Laptop
T0689,Mouse
T0689,Bread
T0689,Pasta
T0689,Apples
T0690,Olive Oil
T0690,Salsa
T0690,Pasta
T0690,Garlic
T0690,Napkins
T0690,Diapers
T0691,Olive Oil
T0691,Bread
T0691,Milk
T0691,Pasta
T0691,Garlic
T0692,Beer
T0692,Tomato Sauce
T0692,Headphones
T0693,Keyboard
